date,ht,at,hg,ag,result,h_odds,d_odds,a_odds
2016-12-11,feirense,porto,0,4,A,10.0,5.25,1.29
2016-12-11,nacional,tondela,3,2,H,2.05,3.2,3.8
2016-12-11,sp braga,pacos ferreira,3,0,H,1.6,3.5,6.5
2016-12-12,arouca,rio ave,0,2,A,2.6,3.0,2.88
2016-12-15,porto,maritimo,2,1,H,1.2,6.0,15.0
2016-12-16,pacos ferreira,belenenses,1,0,H,2.45,3.1,3.0
2016-12-17,estoril,benfica,0,1,A,13.0,5.75,1.22
2016-12-17,moreirense,arouca,1,4,A,2.15,3.1,3.6
2016-12-18,guimaraes,setubal,3,1,H,1.67,3.6,5.5
2016-12-18,rio ave,nacional,2,1,H,1.85,3.3,4.5
2016-12-18,sporting,sp braga,0,1,A,1.44,4.0,8.0
2016-12-18,tondela,boavista,1,1,D,2.4,3.0,3.2
2016-12-19,maritimo,feirense,2,0,H,1.67,3.75,5.0
2016-12-19,porto,chaves,2,1,H,1.17,7.5,14.0
2016-12-21,benfica,rio ave,2,0,H,1.2,6.0,15.0
2016-12-22,sp braga,moreirense,2,1,H,1.53,4.0,6.0
2016-12-22,feirense,pacos ferreira,2,0,H,3.0,3.2,2.4
2016-12-22,nacional,boavista,0,2,A,2.0,3.4,3.75
2016-12-22,belenenses,sporting,0,1,A,8.5,4.75,1.36
2016-12-22,chaves,estoril,1,0,H,2.05,3.1,4.0
2016-12-23,arouca,guimaraes,0,1,A,3.0,3.2,2.38
2016-12-23,setubal,tondela,3,0,H,2.05,3.2,3.75
2017-01-07,estoril,maritimo,0,1,A,2.88,3.0,2.63
2017-01-07,guimaraes,benfica,0,2,A,5.5,3.75,1.62
2017-01-07,nacional,sp braga,0,0,D,3.5,3.3,2.1
2017-01-07,pacos ferreira,porto,0,0,D,8.0,4.75,1.36
2017-01-08,boavista,setubal,1,0,H,2.3,3.1,3.3
2017-01-08,rio ave,chaves,2,2,D,1.85,3.1,5.0
2017-01-08,sporting,feirense,2,1,H,1.17,7.0,15.0
2017-01-08,tondela,arouca,1,2,A,2.4,3.1,3.1
2017-01-09,moreirense,belenenses,1,0,H,2.3,3.5,2.88
2017-01-13,arouca,estoril,2,1,H,1.83,3.25,4.75
2017-01-14,setubal,nacional,1,0,H,2.2,3.1,3.5
2017-01-14,feirense,guimaraes,0,0,D,3.6,3.2,2.1
2017-01-14,benfica,boavista,3,3,D,1.14,7.5,17.0
2017-01-14,chaves,sporting,2,2,D,6.5,3.6,1.57
2017-01-15,belenenses,rio ave,1,0,H,2.63,3.1,2.75
2017-01-15,maritimo,pacos ferreira,3,1,H,2.05,3.2,3.75
2017-01-15,porto,moreirense,3,0,H,1.2,6.5,13.0
2017-01-16,sp braga,tondela,2,0,H,1.44,4.2,7.5
2017-01-20,pacos ferreira,moreirense,0,2,A,2.4,3.0,3.2
2017-01-21,arouca,boavista,1,2,A,2.1,3.2,3.6
2017-01-21,maritimo,sporting,2,2,D,5.25,3.6,1.67
2017-01-21,porto,rio ave,4,2,H,1.25,5.5,12.0
2017-01-22,sp braga,guimaraes,1,2,A,1.91,3.4,4.0
2017-01-22,belenenses,setubal,1,2,A,2.1,3.1,3.75
2017-01-22,benfica,tondela,4,0,H,1.11,9.0,19.0
2017-01-22,feirense,estoril,1,0,H,2.25,3.0,3.5
2017-01-23,chaves,nacional,2,0,H,2.0,3.1,4.2
2017-01-27,boavista,belenenses,0,1,A,2.3,3.0,3.4
2017-01-28,estoril,porto,1,2,A,11.0,5.75,1.25
2017-01-28,guimaraes,maritimo,0,0,D,2.0,3.4,3.75
2017-01-28,nacional,arouca,1,1,D,2.25,3.1,3.4
2017-01-28,sporting,pacos ferreira,4,2,H,1.25,5.75,11.0
2017-01-28,tondela,chaves,2,0,H,2.75,3.25,2.55
2017-01-30,setubal,benfica,1,0,H,8.5,5.0,1.33
2017-02-02,moreirense,feirense,1,1,D,2.1,3.25,3.5
2017-02-02,rio ave,sp braga,1,0,H,2.38,3.1,3.1
2017-02-03,pacos ferreira,guimaraes,2,0,H,3.6,3.2,2.1
2017-02-04,chaves,boavista,0,0,D,2.2,3.1,3.5
2017-02-04,porto,sporting,2,1,H,2.0,3.6,3.5
2017-02-05,belenenses,tondela,0,0,D,1.95,3.3,4.0
2017-02-05,benfica,nacional,3,0,H,1.17,7.0,15.0
2017-02-05,arouca,setubal,2,1,H,2.2,3.1,3.5
2017-02-06,maritimo,moreirense,1,0,H,2.0,3.2,4.0
2017-02-06,sp braga,estoril,1,1,D,1.44,4.0,8.0
2017-02-06,feirense,rio ave,2,1,H,3.0,3.2,2.4
2017-02-10,benfica,arouca,3,0,H,1.18,6.5,15.0
2017-02-11,estoril,pacos ferreira,2,1,H,2.38,3.1,3.1
2017-02-11,guimaraes,porto,0,2,A,6.5,3.8,1.53
2017-02-11,setubal,chaves,0,0,D,2.4,3.0,3.2
2017-02-11,tondela,feirense,0,1,A,2.25,3.0,3.5
2017-02-12,boavista,sp braga,1,1,D,3.0,3.0,2.5
2017-02-12,moreirense,sporting,2,3,A,6.5,3.75,1.55
2017-02-12,nacional,belenenses,1,1,D,2.38,3.0,3.2
2017-02-13,rio ave,maritimo,0,0,D,2.05,3.2,3.8
2017-02-17,porto,tondela,4,0,H,1.13,7.5,23.0
2017-02-18,sporting,rio ave,1,0,H,1.36,4.75,8.5
2017-02-18,moreirense,estoril,1,1,D,2.1,3.1,3.8
2017-02-18,feirense,boavista,0,1,A,2.63,2.88,3.0
2017-02-18,chaves,arouca,2,0,H,2.05,3.1,4.0
2017-02-19,belenenses,guimaraes,1,1,D,3.3,2.9,2.38
2017-02-19,pacos ferreira,setubal,2,1,H,2.4,3.0,3.2
2017-02-19,sp braga,benfica,0,1,A,5.0,3.5,1.73
2017-02-20,maritimo,nacional,0,0,D,1.83,3.4,4.5
2017-02-24,benfica,chaves,3,1,H,1.18,6.5,15.0
2017-02-24,guimaraes,moreirense,1,0,H,1.75,3.5,4.75
2017-02-25,estoril,sporting,0,2,A,8.0,4.5,1.4
2017-02-25,rio ave,pacos ferreira,0,0,D,1.85,3.2,4.75
2017-02-25,tondela,maritimo,1,1,D,2.8,2.88,2.75
2017-02-26,setubal,sp braga,1,1,D,3.25,2.9,2.4
2017-02-26,nacional,feirense,0,0,D,2.05,3.0,4.2
2017-02-26,boavista,porto,0,1,A,9.5,4.5,1.36
2017-02-27,arouca,belenenses,1,2,A,2.3,2.88,3.5
2017-03-03,moreirense,boavista,0,0,D,2.38,2.88,3.4
2017-03-04,feirense,benfica,0,1,A,8.0,4.75,1.36
2017-03-04,porto,nacional,7,0,H,1.13,8.0,19.0
2017-03-04,sp braga,arouca,3,1,H,1.6,3.5,6.5
2017-03-05,belenenses,chaves,2,1,H,2.3,2.88,3.5
2017-03-05,maritimo,setubal,1,0,H,2.05,3.1,4.0
2017-03-05,pacos ferreira,tondela,0,0,D,1.95,3.3,4.0
2017-03-05,sporting,guimaraes,1,1,D,1.44,4.33,7.0
2017-03-06,estoril,rio ave,0,2,A,3.1,3.0,2.45
2017-03-10,arouca,porto,0,4,A,13.0,5.25,1.25
2017-03-11,tondela,sporting,1,4,A,9.0,5.0,1.33
2017-03-11,chaves,sp braga,0,0,D,3.4,3.1,2.25
2017-03-11,setubal,feirense,1,2,A,2.0,3.2,4.0
2017-03-12,rio ave,moreirense,3,2,H,1.85,3.5,4.2
2017-03-12,guimaraes,estoril,3,3,D,1.57,3.75,6.0
2017-03-12,boavista,maritimo,3,0,H,2.3,3.0,3.4
2017-03-13,nacional,pacos ferreira,1,1,D,2.3,3.0,3.4
2017-03-13,benfica,belenenses,4,0,H,1.18,6.5,15.0
2017-03-17,estoril,boavista,0,0,D,3.5,3.0,2.25
2017-03-18,belenenses,sp braga,1,2,A,3.3,2.88,2.4
2017-03-18,moreirense,tondela,1,1,D,2.0,2.9,4.5
2017-03-18,pacos ferreira,benfica,0,0,D,11.0,5.0,1.3
2017-03-18,sporting,nacional,2,0,H,1.18,6.5,15.0
2017-03-19,porto,setubal,1,1,D,1.17,7.0,15.0
2017-03-19,guimaraes,rio ave,3,0,H,2.2,3.0,3.6
2017-03-19,feirense,chaves,3,2,H,2.45,2.9,3.2
2017-03-19,maritimo,arouca,3,1,H,1.91,3.1,4.5
2017-03-31,chaves,pacos ferreira,1,0,H,2.05,3.1,4.0
2017-03-31,nacional,guimaraes,1,2,A,3.2,3.2,2.3
2017-04-01,benfica,porto,1,1,D,2.45,3.1,3.0
2017-04-01,boavista,rio ave,0,1,A,2.63,2.88,2.9
2017-04-01,tondela,estoril,0,2,A,2.25,3.0,3.5
2017-04-02,sp braga,maritimo,3,3,D,1.73,3.4,5.25
2017-04-02,arouca,sporting,1,2,A,8.0,4.0,1.44
2017-04-02,belenenses,feirense,1,2,A,2.0,3.2,4.0
2017-04-02,setubal,moreirense,2,0,H,2.25,3.0,3.5
2017-04-07,feirense,sp braga,0,1,A,3.6,3.1,2.2
2017-04-08,pacos ferreira,arouca,1,1,D,2.15,3.1,3.6
2017-04-08,porto,belenenses,3,0,H,1.13,8.0,19.0
2017-04-08,sporting,boavista,4,0,H,1.33,5.0,9.0
2017-04-09,estoril,nacional,0,1,A,2.45,3.1,3.0
2017-04-09,guimaraes,tondela,2,1,H,1.44,4.0,8.0
2017-04-09,moreirense,benfica,0,1,A,8.5,4.75,1.36
2017-04-09,rio ave,setubal,0,0,D,1.83,3.4,4.5
2017-04-10,maritimo,chaves,2,1,H,1.95,3.1,4.33
2017-04-14,benfica,maritimo,3,0,H,1.2,6.5,13.0
2017-04-14,belenenses,estoril,1,3,A,2.05,3.2,3.75
2017-04-14,boavista,pacos ferreira,0,0,D,2.15,2.9,4.0
2017-04-14,setubal,sporting,0,3,A,7.5,4.2,1.45
2017-04-15,sp braga,porto,1,1,D,7.0,4.0,1.5
2017-04-15,chaves,guimaraes,2,3,A,3.0,3.1,2.45
2017-04-15,tondela,rio ave,2,1,H,4.0,3.3,1.95
2017-04-15,arouca,feirense,2,0,H,2.05,3.1,4.0
2017-04-17,nacional,moreirense,0,1,A,2.15,3.2,3.5
2017-04-21,rio ave,arouca,3,0,H,1.55,3.75,6.5
2017-04-22,tondela,nacional,2,0,H,2.45,3.25,2.9
2017-04-22,sporting,benfica,1,1,D,2.75,3.1,2.63
2017-04-22,maritimo,belenenses,3,0,H,1.8,3.5,4.5
2017-04-22,estoril,setubal,3,0,H,2.38,3.0,3.2
2017-04-23,pacos ferreira,sp braga,3,1,H,3.1,3.25,2.3
2017-04-23,guimaraes,boavista,2,0,H,1.5,3.7,8.0
2017-04-23,porto,feirense,0,0,D,1.13,8.0,21.0
2017-04-24,moreirense,chaves,0,0,D,2.1,3.1,3.75
2017-04-28,setubal,guimaraes,0,2,A,3.6,3.25,2.1
2017-04-29,benfica,estoril,2,1,H,1.14,7.5,19.0
2017-04-29,boavista,tondela,1,0,H,2.4,3.0,3.2
2017-04-29,chaves,porto,0,2,A,9.0,4.5,1.36
2017-04-29,nacional,rio ave,0,2,A,3.1,3.2,2.3
2017-04-30,arouca,moreirense,2,2,D,2.5,3.0,3.0
2017-04-30,belenenses,pacos ferreira,1,2,A,2.2,3.2,3.4
2017-04-30,feirense,maritimo,2,1,H,2.75,3.0,2.7
2017-04-30,sp braga,sporting,2,3,A,3.6,3.3,2.05
2017-05-05,moreirense,sp braga,2,1,H,2.8,3.1,2.6
2017-05-06,pacos ferreira,feirense,0,1,A,2.05,3.1,4.0
2017-05-06,maritimo,porto,1,1,D,7.5,4.2,1.44
2017-05-06,boavista,nacional,2,2,D,2.2,3.2,3.4
2017-05-07,guimaraes,arouca,1,0,H,1.4,4.33,8.5
2017-05-07,sporting,belenenses,1,3,A,1.22,6.0,12.0
2017-05-07,tondela,setubal,2,1,H,1.91,3.3,4.2
2017-05-07,rio ave,benfica,0,1,A,7.0,4.0,1.5
2017-05-08,estoril,chaves,2,1,H,2.2,3.2,3.4
2017-05-12,belenenses,moreirense,1,1,D,3.2,3.2,2.3
2017-05-13,arouca,tondela,1,2,A,2.3,3.1,3.25
2017-05-13,benfica,guimaraes,5,0,H,1.25,5.25,13.0
2017-05-13,feirense,sporting,2,1,H,6.75,4.0,1.5
2017-05-14,porto,pacos ferreira,4,1,H,1.14,8.0,15.0
2017-05-14,sp braga,nacional,4,0,H,1.3,5.5,9.5
2017-05-14,chaves,rio ave,2,2,D,3.3,3.25,2.2
2017-05-14,maritimo,estoril,1,1,D,1.67,3.6,5.25
2017-05-15,setubal,boavista,0,1,A,2.45,3.1,3.0
2017-05-20,boavista,benfica,2,2,D,7.5,4.2,1.45
2017-05-20,guimaraes,feirense,0,1,A,1.62,3.6,6.0
2017-05-20,nacional,setubal,1,2,A,2.45,3.1,3.0
2017-05-20,pacos ferreira,maritimo,0,0,D,3.0,3.0,2.5
2017-05-20,rio ave,belenenses,2,0,H,1.5,4.0,7.0
2017-05-21,estoril,arouca,4,2,H,2.2,3.25,3.3
2017-05-21,moreirense,porto,3,1,H,4.5,3.75,1.73
2017-05-21,tondela,sp braga,2,0,H,1.67,3.7,5.25
2017-05-21,sporting,chaves,4,1,H,1.29,5.25,10.0
2017-08-06,aves,sporting,0,2,A,9.0,4.2,1.4
2017-08-06,setubal,moreirense,1,1,D,2.5,3.0,3.0
2017-08-07,feirense,tondela,1,1,D,2.2,3.2,3.4
2017-08-07,portimonense,boavista,2,1,H,2.4,2.9,3.25
2017-08-07,rio ave,belenenses,1,0,H,1.91,3.4,4.0
2017-08-08,maritimo,pacos ferreira,1,0,H,2.0,3.2,4.0
2017-08-09,benfica,sp braga,3,1,H,1.36,4.75,8.5
2017-08-09,porto,estoril,4,0,H,1.18,6.5,15.0
2017-08-10,guimaraes,chaves,3,2,H,1.65,3.6,5.5
2017-08-11,sporting,setubal,1,0,H,1.2,6.5,13.0
2017-08-12,moreirense,feirense,0,0,D,2.4,3.0,3.2
2017-08-12,boavista,rio ave,1,2,A,3.0,3.0,2.5
2017-08-12,belenenses,maritimo,1,0,H,2.4,3.0,3.2
2017-08-13,pacos ferreira,aves,2,2,D,1.91,3.3,4.2
2017-08-13,sp braga,portimonense,2,1,H,1.53,4.0,6.0
2017-08-13,tondela,porto,0,1,A,11.0,5.0,1.29
2017-08-14,chaves,benfica,0,1,A,7.0,4.75,1.4
2017-08-14,estoril,guimaraes,3,0,H,3.2,3.2,2.3
2017-08-18,rio ave,portimonense,2,0,H,1.7,3.6,5.0
2017-08-19,benfica,belenenses,5,0,H,1.2,6.25,15.0
2017-08-19,tondela,estoril,2,3,A,2.25,3.25,3.2
2017-08-19,guimaraes,sporting,0,5,A,4.75,3.6,1.75
2017-08-20,maritimo,boavista,1,0,H,2.15,3.1,3.6
2017-08-20,aves,sp braga,0,2,A,3.1,3.25,2.3
2017-08-20,porto,moreirense,3,0,H,1.14,7.5,17.0
2017-08-20,setubal,chaves,1,1,D,2.6,3.0,2.9
2017-08-21,feirense,pacos ferreira,2,1,H,2.5,3.1,2.9
2017-08-25,belenenses,setubal,1,1,D,2.4,3.0,3.2
2017-08-26,chaves,feirense,0,2,A,1.91,3.3,4.2
2017-08-26,moreirense,tondela,0,3,A,2.1,3.0,4.0
2017-08-26,pacos ferreira,guimaraes,0,0,D,2.6,2.88,3.0
2017-08-26,rio ave,benfica,1,1,D,6.5,4.0,1.53
2017-08-27,sp braga,porto,0,1,A,8.5,4.2,1.4
2017-08-27,boavista,aves,1,0,H,2.25,3.0,3.5
2017-08-27,sporting,estoril,2,1,H,1.14,8.0,15.0
2017-08-28,portimonense,maritimo,1,2,A,2.2,2.9,3.75
2017-09-08,benfica,portimonense,2,1,H,1.14,7.5,17.0
2017-09-08,feirense,sporting,2,3,A,9.5,4.5,1.36
2017-09-09,maritimo,rio ave,1,0,H,2.88,3.0,2.63
2017-09-09,porto,chaves,3,0,H,1.14,7.5,19.0
2017-09-09,tondela,pacos ferreira,2,2,D,2.4,3.1,3.1
2017-09-10,estoril,moreirense,0,2,A,1.95,3.1,4.33
2017-09-10,guimaraes,boavista,1,0,H,1.95,3.4,3.8
2017-09-10,setubal,sp braga,2,0,H,3.1,3.0,2.45
2017-09-11,aves,belenenses,2,1,H,2.15,3.2,3.5
2017-09-15,pacos ferreira,setubal,1,0,H,2.3,3.0,3.4
2017-09-16,sporting,tondela,2,0,H,1.14,7.5,17.0
2017-09-16,boavista,benfica,2,1,H,7.5,4.5,1.4
2017-09-16,maritimo,aves,2,1,H,2.1,3.2,3.6
2017-09-17,belenenses,estoril,2,1,H,2.3,3.1,3.3
2017-09-17,rio ave,porto,1,2,A,9.0,4.5,1.36
2017-09-17,sp braga,guimaraes,2,1,H,1.95,3.2,4.2
2017-09-18,chaves,moreirense,3,0,H,2.15,3.0,3.8
2017-09-18,portimonense,feirense,2,1,H,2.15,3.1,3.6
2017-09-22,porto,portimonense,5,2,H,1.14,8.0,15.0
2017-09-23,benfica,pacos ferreira,2,0,H,1.17,7.5,15.0
2017-09-23,moreirense,sporting,1,1,D,8.0,4.5,1.4
2017-09-23,estoril,chaves,0,2,A,2.05,3.2,3.8
2017-09-24,aves,rio ave,0,0,D,2.8,3.0,2.7
2017-09-24,feirense,belenenses,1,4,A,2.38,3.0,3.25
2017-09-24,guimaraes,maritimo,2,1,H,2.0,3.1,4.2
2017-09-24,tondela,sp braga,1,2,A,3.2,3.2,2.25
2017-09-25,setubal,boavista,1,1,D,2.15,3.0,3.75
2017-09-29,chaves,tondela,1,1,D,1.75,3.4,5.0
2017-09-30,boavista,feirense,1,0,H,2.0,3.1,4.2
2017-09-30,pacos ferreira,moreirense,3,2,H,2.05,3.1,4.0
2017-09-30,portimonense,aves,2,2,D,2.15,3.1,3.6
2017-09-30,rio ave,setubal,2,1,H,1.91,3.25,4.33
2017-10-01,belenenses,guimaraes,1,0,H,2.38,3.1,3.1
2017-10-01,maritimo,benfica,1,1,D,8.0,4.0,1.45
2017-10-01,sp braga,estoril,6,0,H,1.57,3.8,6.0
2017-10-01,sporting,porto,0,0,D,2.45,3.2,2.9
2017-10-20,estoril,boavista,0,3,A,2.2,3.0,3.6
2017-10-21,porto,pacos ferreira,6,1,H,1.12,8.5,23.0
2017-10-21,setubal,maritimo,3,1,H,2.37,3.0,3.25
2017-10-21,feirense,rio ave,1,0,H,2.89,3.0,2.6
2017-10-22,aves,benfica,1,3,A,8.0,4.75,1.36
2017-10-22,sporting,chaves,5,1,H,1.19,6.5,13.0
2017-10-22,tondela,belenenses,2,0,H,2.45,3.0,3.1
2017-10-23,guimaraes,portimonense,3,3,D,1.83,3.39,4.5
2017-10-23,moreirense,sp braga,0,1,A,3.75,3.2,2.04
2017-10-27,benfica,feirense,1,0,H,1.14,8.5,13.0
2017-10-27,rio ave,sporting,0,1,A,7.5,3.6,1.53
2017-10-28,boavista,porto,0,3,A,9.0,4.5,1.36
2017-10-28,maritimo,tondela,2,0,H,1.95,3.2,4.2
2017-10-28,belenenses,moreirense,3,0,H,2.1,3.0,4.0
2017-10-29,sp braga,chaves,1,0,H,1.53,4.0,6.0
2017-10-29,aves,guimaraes,1,3,A,2.45,3.0,3.1
2017-10-29,pacos ferreira,estoril,1,0,H,2.04,3.1,4.0
2017-10-30,portimonense,setubal,5,2,H,2.14,3.1,3.6
2017-11-03,setubal,aves,0,1,A,2.1,3.2,3.6
2017-11-04,estoril,rio ave,0,2,A,3.6,3.1,2.14
2017-11-04,moreirense,portimonense,1,1,D,2.39,3.1,3.1
2017-11-04,porto,belenenses,2,0,H,1.1,9.0,21.0
2017-11-04,tondela,boavista,3,2,H,2.37,3.0,3.25
2017-11-05,guimaraes,benfica,1,3,A,6.5,3.6,1.57
2017-11-05,sporting,sp braga,2,2,D,1.44,4.2,7.5
2017-11-05,feirense,maritimo,0,1,A,2.39,3.0,3.2
2017-11-05,chaves,pacos ferreira,4,2,H,2.04,3.1,4.0
2017-11-24,belenenses,chaves,0,1,A,2.25,3.1,3.39
2017-11-25,aves,porto,1,1,D,11.0,5.0,1.3
2017-11-25,boavista,moreirense,1,0,H,2.04,3.25,3.75
2017-11-25,portimonense,tondela,2,0,H,1.9,3.5,3.89
2017-11-26,maritimo,estoril,0,0,D,2.0,3.2,4.0
2017-11-26,pacos ferreira,sporting,1,2,A,8.0,4.75,1.36
2017-11-26,benfica,setubal,6,0,H,1.18,7.0,13.0
2017-11-27,sp braga,feirense,3,1,H,1.44,4.2,7.5
2017-11-27,rio ave,guimaraes,0,1,A,2.0,3.39,3.75
2017-12-01,porto,benfica,0,0,D,1.75,3.5,4.75
2017-12-01,sporting,belenenses,1,0,H,1.18,7.0,14.0
2017-12-02,chaves,boavista,0,0,D,2.04,3.0,4.09
2017-12-02,moreirense,maritimo,1,1,D,2.5,3.0,3.0
2017-12-02,tondela,rio ave,1,3,A,2.89,3.25,2.39
2017-12-03,setubal,guimaraes,1,2,A,3.1,3.1,2.39
2017-12-03,sp braga,pacos ferreira,3,0,H,1.44,4.2,7.5
2017-12-03,feirense,aves,0,1,A,2.45,3.1,3.0
2017-12-04,estoril,portimonense,0,0,D,2.45,3.1,3.0
2017-12-08,rio ave,moreirense,2,1,H,1.64,3.5,5.75
2017-12-09,aves,tondela,0,1,A,1.95,3.29,4.0
2017-12-09,benfica,estoril,3,1,H,1.12,8.0,21.0
2017-12-09,boavista,sporting,1,3,A,7.0,4.33,1.44
2017-12-10,belenenses,pacos ferreira,1,1,D,1.95,3.2,4.2
2017-12-10,portimonense,chaves,0,1,A,2.04,3.39,3.5
2017-12-10,setubal,porto,0,5,A,15.0,6.5,1.18
2017-12-11,guimaraes,feirense,1,0,H,1.61,3.6,6.0
2017-12-11,maritimo,sp braga,1,0,H,3.29,3.25,2.2
2017-12-15,pacos ferreira,boavista,1,2,A,2.5,3.0,3.0
2017-12-16,estoril,aves,3,2,H,2.25,3.1,3.39
2017-12-16,sp braga,belenenses,4,0,H,1.39,4.33,8.5
2017-12-17,tondela,benfica,1,5,A,9.5,4.33,1.36
2017-12-17,sporting,portimonense,2,0,H,1.19,6.5,13.0
2017-12-17,feirense,setubal,1,0,H,2.25,3.0,3.5
2017-12-17,chaves,rio ave,1,1,D,2.75,3.0,2.75
2017-12-18,moreirense,guimaraes,2,1,H,3.0,3.0,2.5
2017-12-18,porto,maritimo,3,1,H,1.12,8.0,19.0
2017-12-23,guimaraes,tondela,0,1,A,1.55,3.75,6.5
2018-01-03,aves,moreirense,1,2,A,2.04,3.2,3.75
2018-01-03,benfica,sporting,1,1,D,2.1,3.2,3.6
2018-01-03,boavista,sp braga,1,3,A,3.75,3.1,2.1
2018-01-03,feirense,porto,1,2,A,17.0,5.75,1.19
2018-01-03,maritimo,chaves,1,2,A,2.0,3.2,4.0
2018-01-03,rio ave,pacos ferreira,4,2,H,1.8,3.39,4.75
2018-01-04,portimonense,belenenses,0,0,D,2.2,3.2,3.39
2018-01-04,setubal,estoril,2,2,D,2.29,3.1,3.29
2018-01-06,sp braga,rio ave,2,1,H,1.8,3.5,4.5
2018-01-07,moreirense,benfica,0,2,A,11.0,5.75,1.25
2018-01-07,porto,guimaraes,4,2,H,1.14,8.0,15.0
2018-01-07,sporting,maritimo,5,0,H,1.19,6.5,13.0
2018-01-07,chaves,aves,1,1,D,2.0,3.2,4.0
2018-01-08,pacos ferreira,portimonense,1,1,D,2.5,3.1,2.89
2018-01-08,estoril,feirense,0,2,A,2.0,3.25,3.89
2018-01-09,belenenses,boavista,1,1,D,2.29,3.0,3.29
2018-01-09,tondela,setubal,1,1,D,2.14,3.1,3.6
2018-01-12,chaves,guimaraes,4,3,H,2.39,3.25,2.89
2018-01-13,sp braga,benfica,1,3,A,3.79,3.2,2.04
2018-01-13,pacos ferreira,maritimo,0,0,D,2.29,3.1,3.2
2018-01-14,boavista,portimonense,2,0,H,2.39,3.1,3.1
2018-01-14,sporting,aves,3,0,H,1.14,8.0,19.0
2018-01-14,tondela,feirense,3,1,H,2.1,3.1,3.75
2018-01-14,belenenses,rio ave,1,2,A,2.89,3.0,2.6
2018-01-15,moreirense,setubal,2,2,D,2.25,3.0,3.5
2018-01-19,porto,tondela,1,0,H,1.11,9.0,19.0
2018-01-19,setubal,sporting,1,1,D,8.5,4.75,1.36
2018-01-20,benfica,chaves,3,0,H,1.19,6.5,13.0
2018-01-20,maritimo,belenenses,0,0,D,2.29,3.0,3.39
2018-01-20,portimonense,sp braga,1,2,A,3.75,3.39,2.0
2018-01-21,rio ave,boavista,2,0,H,1.9,3.29,4.2
2018-01-21,feirense,moreirense,1,0,H,2.45,3.0,3.1
2018-01-21,aves,pacos ferreira,0,2,A,2.1,3.1,3.7
2018-01-21,guimaraes,estoril,3,1,H,1.75,3.5,4.75
2018-01-29,belenenses,benfica,1,1,D,9.0,4.5,1.36
2018-01-29,pacos ferreira,feirense,2,1,H,1.95,3.1,4.33
2018-01-29,portimonense,rio ave,4,1,H,2.37,3.1,3.1
2018-01-30,estoril,tondela,3,0,H,2.04,3.0,4.09
2018-01-30,moreirense,porto,0,0,D,15.0,5.5,1.22
2018-01-30,sp braga,aves,2,0,H,1.44,4.2,7.5
2018-01-31,boavista,maritimo,2,1,H,2.14,3.0,3.79
2018-01-31,chaves,setubal,2,2,D,2.0,3.2,4.0
2018-01-31,sporting,guimaraes,1,0,H,1.28,5.5,9.5
2018-02-03,porto,sp braga,3,1,H,1.3,5.0,11.0
2018-02-03,benfica,rio ave,5,1,H,1.25,5.5,12.0
2018-02-04,estoril,sporting,2,0,H,7.5,4.2,1.44
2018-02-04,feirense,chaves,1,2,A,2.7,3.0,2.75
2018-02-04,guimaraes,pacos ferreira,3,2,H,1.66,3.6,5.25
2018-02-04,tondela,moreirense,1,2,A,2.2,3.1,3.5
2018-02-05,maritimo,portimonense,0,3,A,2.7,3.0,2.79
2018-02-05,setubal,belenenses,3,0,H,2.29,3.1,3.29
2018-02-06,aves,boavista,3,0,H,2.25,3.0,3.5
2018-02-09,pacos ferreira,tondela,0,2,A,2.14,3.0,3.75
2018-02-10,portimonense,benfica,1,3,A,6.5,4.09,1.5
2018-02-10,rio ave,maritimo,3,0,H,1.72,3.39,5.25
2018-02-10,sp braga,setubal,3,1,H,1.39,4.0,10.0
2018-02-11,belenenses,aves,2,5,A,2.25,3.0,3.5
2018-02-11,boavista,guimaraes,1,0,H,2.62,2.89,3.0
2018-02-11,chaves,porto,0,4,A,7.5,4.75,1.36
2018-02-11,sporting,feirense,2,0,H,1.16,6.5,17.0
2018-02-12,moreirense,estoril,1,2,A,2.39,3.1,3.1
2018-02-16,feirense,portimonense,1,3,A,3.1,3.1,2.39
2018-02-17,estoril,belenenses,0,2,A,1.9,3.25,4.33
2018-02-17,benfica,boavista,4,0,H,1.18,6.5,15.0
2018-02-17,aves,maritimo,0,0,D,1.75,3.39,5.0
2018-02-18,guimaraes,sp braga,0,5,A,2.45,3.2,2.89
2018-02-18,moreirense,chaves,0,1,A,2.54,3.2,2.79
2018-02-18,porto,rio ave,5,0,H,1.16,7.0,15.0
2018-02-18,setubal,pacos ferreira,1,0,H,2.25,3.2,3.29
2018-02-19,tondela,sporting,1,2,A,6.5,4.5,1.44
2018-02-21,estoril,porto,1,3,A,12.0,5.5,1.25
2018-02-23,rio ave,aves,0,0,D,2.04,3.39,3.6
2018-02-24,belenenses,feirense,1,0,H,1.85,3.39,4.33
2018-02-24,pacos ferreira,benfica,1,3,A,9.0,4.5,1.36
2018-02-24,maritimo,guimaraes,3,2,H,3.1,3.1,2.37
2018-02-25,portimonense,porto,1,5,A,8.0,4.75,1.36
2018-02-25,chaves,estoril,2,0,H,1.95,3.29,4.0
2018-02-25,boavista,setubal,4,0,H,2.14,3.1,3.6
2018-02-26,sp braga,tondela,1,0,H,1.3,5.0,10.0
2018-02-26,sporting,moreirense,1,0,H,1.16,7.0,15.0
